orthogroup	tmd_index	modal_tmd_count	species_total	species_with_feature	presence_fraction	median_distance_start	mean_distance_start	sd_distance_start	variance_distance_start
orthogroup_759	10	10	9	3	0.333333	11.000000	6.666667	12.096832	146.333333
orthogroup_76	1	6	8	0	0.000000				
orthogroup_76	2	6	8	0	0.000000				
orthogroup_76	3	6	8	0	0.000000				
orthogroup_76	4	6	8	0	0.000000				
orthogroup_76	5	6	8	0	0.000000				
orthogroup_76	6	6	8	3	0.375000	12.000000	4.333333	13.279056	176.333333
orthogroup_767	1	9	10	6	0.600000	-5.000000	-4.000000	2.449490	6.000000
orthogroup_767	2	9	10	1	0.100000	-1.000000	-1.000000		
orthogroup_767	3	9	10	0	0.000000				
orthogroup_767	4	9	10	0	0.000000				
orthogroup_767	5	9	10	0	0.000000				
orthogroup_767	6	9	10	0	0.000000				
orthogroup_767	7	9	10	0	0.000000				
orthogroup_767	8	9	10	0	0.000000				
orthogroup_767	9	9	10	2	0.200000	110.000000	110.000000	0.000000	0.000000
orthogroup_768	1	14	9	1	0.111111	-19.000000	-19.000000		
orthogroup_768	2	14	9	0	0.000000				
orthogroup_768	3	14	9	0	0.000000				
orthogroup_768	4	14	9	0	0.000000				
orthogroup_768	5	14	9	0	0.000000				
orthogroup_768	6	14	9	0	0.000000				
orthogroup_768	7	14	9	0	0.000000				
orthogroup_768	8	14	9	0	0.000000				
orthogroup_768	9	14	9	0	0.000000				
orthogroup_768	10	14	9	0	0.000000				
orthogroup_768	11	14	9	0	0.000000				
orthogroup_768	12	14	9	0	0.000000				
orthogroup_768	13	14	9	0	0.000000				
orthogroup_768	14	14	9	0	0.000000				
orthogroup_772	1	8	9	0	0.000000				
orthogroup_772	2	8	9	4	0.444444	8.000000	8.750000	1.500000	2.250000
orthogroup_772	3	8	9	0	0.000000				
orthogroup_772	4	8	9	1	0.111111	15.000000	15.000000		
orthogroup_772	5	8	9	0	0.000000				
orthogroup_772	6	8	9	1	0.111111	21.500000	21.500000		
orthogroup_772	7	8	9	1	0.111111	10.500000	10.500000		
orthogroup_772	8	8	9	0	0.000000				
orthogroup_784	1	10	9	1	0.111111	17.000000	17.000000		
orthogroup_784	2	10	9	0	0.000000				
orthogroup_784	3	10	9	1	0.111111	39.000000	39.000000		
orthogroup_784	4	10	9	0	0.000000				
orthogroup_784	5	10	9	1	0.111111	34.000000	34.000000		
orthogroup_784	6	10	9	0	0.000000				
orthogroup_784	7	10	9	0	0.000000				
orthogroup_784	8	10	9	0	0.000000				
orthogroup_784	9	10	9	0	0.000000				
orthogroup_784	10	10	9	0	0.000000				
orthogroup_790	1	6	9	1	0.111111	-13.000000	-13.000000		
orthogroup_790	2	6	9	0	0.000000				
orthogroup_790	3	6	9	1	0.111111	1.000000	1.000000		
orthogroup_790	4	6	9	0	0.000000				
orthogroup_790	5	6	9	0	0.000000				
orthogroup_790	6	6	9	3	0.333333	98.000000	105.000000	12.124356	147.000000
orthogroup_799	1	4	10	1	0.100000	-348.000000	-348.000000		
orthogroup_799	2	4	10	0	0.000000				
orthogroup_799	3	4	10	0	0.000000				
orthogroup_799	4	4	10	0	0.000000				
orthogroup_80	1	4	9	0	0.000000				
orthogroup_80	2	4	9	0	0.000000				
orthogroup_80	3	4	9	0	0.000000				
orthogroup_80	4	4	9	7	0.777778	57.000000	47.714286	22.595828	510.571429
orthogroup_81	1	6	10	2	0.200000	14.000000	14.000000	0.000000	0.000000
orthogroup_81	2	6	10	1	0.100000	22.000000	22.000000		
orthogroup_81	3	6	10	0	0.000000				
orthogroup_81	4	6	10	0	0.000000				
orthogroup_81	5	6	10	0	0.000000				
orthogroup_81	6	6	10	1	0.100000	28.000000	28.000000		
orthogroup_812	1	4	9	2	0.222222	13.000000	13.000000	0.000000	0.000000
orthogroup_812	2	4	9	0	0.000000				
orthogroup_812	3	4	9	1	0.111111	32.000000	32.000000		
orthogroup_812	4	4	9	0	0.000000				
orthogroup_824	1	6	10	0	0.000000				
orthogroup_824	2	6	10	0	0.000000				
orthogroup_824	3	6	10	0	0.000000				
orthogroup_824	4	6	10	0	0.000000				
orthogroup_824	5	6	10	1	0.100000	20.000000	20.000000		
orthogroup_824	6	6	10	2	0.200000	76.500000	76.500000	60.104076	3612.500000
orthogroup_834	1	4	8	1	0.125000	14.000000	14.000000		
orthogroup_834	2	4	8	1	0.125000	10.000000	10.000000		
orthogroup_834	3	4	8	1	0.125000	24.000000	24.000000		
orthogroup_834	4	4	8	2	0.250000	21.000000	21.000000	1.414214	2.000000
orthogroup_864	1	3	9	0	0.000000				
orthogroup_864	2	3	9	0	0.000000				
orthogroup_864	3	3	9	1	0.111111	4.000000	4.000000		
orthogroup_867	1	3	8	0	0.000000				
orthogroup_867	2	3	8	0	0.000000				
orthogroup_867	3	3	8	0	0.000000				
orthogroup_870	1	6	9	3	0.333333	7.000000	7.000000	0.000000	0.000000
orthogroup_870	2	6	9	1	0.111111	-1.000000	-1.000000		
orthogroup_870	3	6	9	1	0.111111	3.000000	3.000000		
orthogroup_870	4	6	9	0	0.000000				
orthogroup_870	5	6	9	0	0.000000				
orthogroup_870	6	6	9	0	0.000000				
orthogroup_900	1	12	9	0	0.000000				
orthogroup_900	2	12	9	0	0.000000				
orthogroup_900	3	12	9	1	0.111111	17.000000	17.000000		
orthogroup_900	4	12	9	0	0.000000				
orthogroup_900	5	12	9	0	0.000000				
orthogroup_900	6	12	9	0	0.000000				
orthogroup_900	7	12	9	3	0.333333	20.000000	16.833333	5.923119	35.083333
orthogroup_900	8	12	9	1	0.111111	25.000000	25.000000		
orthogroup_900	9	12	9	0	0.000000				
orthogroup_900	10	12	9	0	0.000000				
orthogroup_900	11	12	9	0	0.000000				
orthogroup_900	12	12	9	2	0.222222	132.500000	132.500000	61.518290	3784.500000
orthogroup_921	1	6	9	0	0.000000				
orthogroup_921	2	6	9	0	0.000000				
orthogroup_921	3	6	9	0	0.000000				
orthogroup_921	4	6	9	0	0.000000				
orthogroup_921	5	6	9	2	0.222222	23.500000	23.500000	4.949747	24.500000
orthogroup_921	6	6	9	0	0.000000				
orthogroup_923	1	11	10	2	0.200000	-20.250000	-20.250000	7.424621	55.125000
orthogroup_923	2	11	10	0	0.000000				
orthogroup_923	3	11	10	0	0.000000				
orthogroup_923	4	11	10	0	0.000000				
orthogroup_923	5	11	10	0	0.000000				
orthogroup_923	6	11	10	0	0.000000				
orthogroup_923	7	11	10	0	0.000000				
orthogroup_923	8	11	10	0	0.000000				
orthogroup_923	9	11	10	0	0.000000				
orthogroup_923	10	11	10	0	0.000000				
orthogroup_923	11	11	10	1	0.100000	14.000000	14.000000		
orthogroup_934	1	12	8	4	0.500000	5.000000	3.625000	4.269563	18.229167
orthogroup_934	2	12	8	0	0.000000				
orthogroup_934	3	12	8	0	0.000000				
orthogroup_934	4	12	8	0	0.000000				
orthogroup_934	5	12	8	0	0.000000				
orthogroup_934	6	12	8	0	0.000000				
orthogroup_934	7	12	8	0	0.000000				
orthogroup_934	8	12	8	0	0.000000				
orthogroup_934	9	12	8	0	0.000000				
orthogroup_934	10	12	8	0	0.000000				
orthogroup_934	11	12	8	0	0.000000				
orthogroup_934	12	12	8	1	0.125000	-3.000000	-3.000000		
orthogroup_938	1	11	8	0	0.000000				
orthogroup_938	2	11	8	1	0.125000	6.000000	6.000000		
orthogroup_938	3	11	8	1	0.125000	21.000000	21.000000		
orthogroup_938	4	11	8	0	0.000000				
orthogroup_938	5	11	8	0	0.000000				
orthogroup_938	6	11	8	0	0.000000				
orthogroup_938	7	11	8	0	0.000000				
orthogroup_938	8	11	8	1	0.125000	19.000000	19.000000		
orthogroup_938	9	11	8	2	0.250000	-1.000000	-1.000000	0.000000	0.000000
orthogroup_938	10	11	8	0	0.000000				
orthogroup_938	11	11	8	0	0.000000				
orthogroup_946	1	11	8	0	0.000000				
orthogroup_946	2	11	8	0	0.000000				
orthogroup_946	3	11	8	1	0.125000	10.000000	10.000000		
orthogroup_946	4	11	8	0	0.000000				
orthogroup_946	5	11	8	1	0.125000	5.000000	5.000000		
orthogroup_946	6	11	8	0	0.000000				
orthogroup_946	7	11	8	0	0.000000				
orthogroup_946	8	11	8	0	0.000000				
orthogroup_946	9	11	8	0	0.000000				
orthogroup_946	10	11	8	0	0.000000				
orthogroup_946	11	11	8	3	0.375000	42.000000	38.000000	6.928203	48.000000
orthogroup_96	1	11	9	3	0.333333	-5.500000	-5.500000	0.500000	0.250000
orthogroup_96	2	11	9	3	0.333333	1.000000	1.666667	1.154701	1.333333
orthogroup_96	3	11	9	0	0.000000				
orthogroup_96	4	11	9	1	0.111111	22.000000	22.000000		
orthogroup_96	5	11	9	0	0.000000				
orthogroup_96	6	11	9	1	0.111111	1.000000	1.000000		
orthogroup_96	7	11	9	0	0.000000				
orthogroup_96	8	11	9	0	0.000000				
orthogroup_96	9	11	9	0	0.000000				
orthogroup_96	10	11	9	0	0.000000				
orthogroup_96	11	11	9	2	0.222222	43.250000	43.250000	0.353553	0.125000
orthogroup_968	1	4	8	4	0.500000	-247.500000	-227.000000	58.929336	3472.666667
orthogroup_968	2	4	8	2	0.250000	-46.000000	-46.000000	21.213203	450.000000
orthogroup_968	3	4	8	4	0.500000	11.250000	11.625000	0.946485	0.895833
orthogroup_968	4	4	8	0	0.000000				
orthogroup_971	1	11	8	1	0.125000	3.000000	3.000000		
orthogroup_971	2	11	8	0	0.000000				
orthogroup_971	3	11	8	0	0.000000				
orthogroup_971	4	11	8	3	0.375000	17.000000	17.000000	0.000000	0.000000
orthogroup_971	5	11	8	0	0.000000				
orthogroup_971	6	11	8	0	0.000000				
orthogroup_971	7	11	8	1	0.125000	21.000000	21.000000		
orthogroup_971	8	11	8	0	0.000000				
orthogroup_971	9	11	8	0	0.000000				
orthogroup_971	10	11	8	0	0.000000				
orthogroup_971	11	11	8	0	0.000000				
orthogroup_972	1	6	9	0	0.000000				
orthogroup_972	2	6	9	0	0.000000				
orthogroup_972	3	6	9	0	0.000000				
orthogroup_972	4	6	9	0	0.000000				
orthogroup_972	5	6	9	0	0.000000				
orthogroup_972	6	6	9	1	0.111111	14.000000	14.000000		
orthogroup_980	1	4	8	1	0.125000	-21.000000	-21.000000		
orthogroup_980	2	4	8	2	0.250000	-3.000000	-3.000000	7.071068	50.000000
orthogroup_980	3	4	8	0	0.000000				
orthogroup_980	4	4	8	0	0.000000				
orthogroup_985	1	6	10	3	0.300000	16.000000	15.666667	9.504385	90.333333
orthogroup_985	2	6	10	0	0.000000				
orthogroup_985	3	6	10	0	0.000000				
orthogroup_985	4	6	10	0	0.000000				
orthogroup_985	5	6	10	1	0.100000	3.000000	3.000000		
orthogroup_985	6	6	10	0	0.000000				
orthogroup_995	1	7	9	3	0.333333	-6.000000	-6.000000	0.000000	0.000000
orthogroup_995	2	7	9	0	0.000000				
orthogroup_995	3	7	9	0	0.000000				
orthogroup_995	4	7	9	0	0.000000				
orthogroup_995	5	7	9	0	0.000000				
orthogroup_995	6	7	9	0	0.000000				
orthogroup_995	7	7	9	2	0.222222	18.500000	18.500000	20.506097	420.500000
