orthogroup	species_count	member_count	species_set
orthogroup_1559	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1560	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1561	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1562	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1563	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_1564	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1565	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1566	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1567	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1568	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1569	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1570	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_1571	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1572	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_1573	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1574	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1575	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1576	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1577	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1578	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1579	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1580	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1581	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1582	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1583	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1584	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1585	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1586	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1587	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1588	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1589	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1590	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1591	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1592	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_1593	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1594	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1595	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_1596	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1597	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1598	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1599	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1600	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1601	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1602	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1603	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1604	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1605	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1606	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1607	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1608	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1609	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1610	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_1611	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1612	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1613	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000762985.1
orthogroup_1614	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1615	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1616	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1617	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1618	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1619	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1620	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1621	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_1622	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1623	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1624	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1625	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1626	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1627	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1628	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1629	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1630	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_1631	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1632	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1633	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1634	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1635	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1636	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1637	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1638	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1639	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1640	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1641	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1642	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1643	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1644	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1645	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1646	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1647	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1648	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_1649	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1650	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1651	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1652	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_1653	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1654	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1655	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1656	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1657	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1658	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1659	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1660	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1661	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1662	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1663	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1664	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1665	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000762985.1
orthogroup_1666	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1667	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1668	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1669	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1670	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1671	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1672	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1673	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1674	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1675	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1676	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1677	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1678	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1679	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1680	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1681	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1682	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1683	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1684	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1685	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1686	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1687	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1688	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1689	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_1690	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1691	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1692	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_1693	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
